pitcher_diff,pitcher_season_diff,pitcher_recent_diff,offense_diff,bullpen_diff,pyth_diff,home_pitcher_combined,away_pitcher_combined,home_pitcher_season,away_pitcher_season,home_pitcher_recent,away_pitcher_recent,home_pitcher_ip,away_pitcher_ip,home_offense,away_offense,home_bullpen,away_bullpen,home_pyth,away_pyth,home_home_pct,away_road_pct,is_home,park_factor,home_p_vs_era,away_p_vs_era,home_p_vs_ip,away_p_vs_ip,game_id,date,away_team,home_team,venue,home_win,home_runs,away_runs
-25.474000000000004,-12.89,-44.35000000000001,13.82,-7.810000000000009,0.009867038760352664,54.696,80.17,63.44,76.33,41.58,85.93,181.2,173.1,57.07,43.25,60.23,68.04,0.5534,0.5436,0.543,0.481,1,1.03,4.5,4.5,0.0,0.0,778532,2025-03-29,Chicago Cubs,Arizona Diamondbacks,Chase Field,0,3,4
-3.896000000000001,-15.600000000000001,13.660000000000004,20.120000000000005,-2.549999999999997,0.06503592493332055,52.756,56.652,48.36,63.96,59.35,45.69,3.0,112.1,57.53,37.41,68.62,71.17,0.5927,0.5276,0.642,0.531,1,0.97,4.5,4.5,0.0,0.0,778533,2025-03-29,Detroit Tigers,Los Angeles Dodgers,Dodger Stadium,1,7,3
7.457999999999998,10.229999999999997,3.3000000000000114,0.3100000000000023,11.419999999999995,0.1273332064469445,76.166,68.708,69.77,59.54,85.76,82.46,180.1,63.1,39.63,39.32,73.52,62.1,0.5491,0.4218,0.605,0.383,1,0.95,4.5,4.5,0.0,0.0,778521,2025-03-29,Athletics,Seattle Mariners,T-Mobile Park,0,2,4
-7.506,-7.350000000000001,-7.740000000000002,-13.469999999999999,-6.280000000000001,-0.13727561016276046,53.914,61.42,58.29,65.64,47.35,55.09,151.0,199.1,35.69,49.16,63.69,69.97,0.4335,0.5707,0.469,0.506,1,1.0,4.5,4.5,0.0,0.0,778526,2025-03-30,Philadelphia Phillies,Washington Nationals,Nationals Park,1,5,1
-21.842,-4.8700000000000045,-47.3,10.21,-0.8900000000000006,0.0028755800571754753,39.708,61.55,50.12,54.99,24.09,71.39,154.2,161.0,56.86,46.65,71.34,72.23,0.59,0.5871,0.543,0.568,1,1.04,4.5,4.5,0.0,0.0,778523,2025-03-30,Milwaukee Brewers,New York Yankees,Yankee Stadium,1,12,3
11.514000000000003,9.490000000000002,14.549999999999997,-11.829999999999998,-5.030000000000001,-0.09995919400984193,58.514,47.0,54.49,45.0,64.55,50.0,171.0,0.0,39.77,51.6,64.17,69.2,0.4535,0.5535,0.481,0.58,1,1.03,4.5,4.5,0.0,0.0,778525,2025-03-30,Baltimore Orioles,Toronto Blue Jays,Rogers Centre,1,3,1
25.82800000000001,20.260000000000005,34.18000000000001,-0.5600000000000023,1.0300000000000011,0.007228153551855354,78.81800000000001,52.99,73.67,53.41,86.54,52.36,142.1,30.2,39.75,40.31,68.44,67.41,0.5033,0.4961,0.481,0.469,1,1.12,4.5,4.5,0.0,0.0,778522,2025-03-30,San Francisco Giants,Cincinnati Reds,Great American Ball Park,0,3,6
1.3840000000000146,4.399999999999999,-3.1400000000000006,-6.329999999999998,22.349999999999994,0.09521438186508235,67.464,66.07999999999998,59.8,55.4,78.96,82.1,138.0,162.1,32.65,38.98,71.52,49.17,0.4575,0.3622,0.519,0.296,1,1.0,4.5,4.5,0.0,0.0,778524,2025-03-30,Colorado Rockies,Tampa Bay Rays,George M. Steinbrenner Field,1,6,4
-12.591999999999999,-15.280000000000001,-8.560000000000002,-2.0600000000000023,-6.43,-0.07631285341613508,41.256,53.848,46.44,61.72,33.48,42.04,57.0,160.0,33.64,35.7,58.29,64.72,0.3756,0.4519,0.37,0.457,1,0.97,4.5,4.5,0.0,0.0,778519,2025-03-30,Pittsburgh Pirates,Miami Marlins,loanDepot park,1,3,2
-5.35199999999999,-4.5,-6.6299999999999955,-0.4000000000000057,-5.049999999999997,0.00047742284721896677,67.424,72.776,64.2,68.7,72.26,78.89,166.2,173.2,42.44,42.84,69.2,74.25,0.5602,0.5597,0.556,0.519,1,0.95,4.5,4.5,0.0,0.0,778510,2025-03-30,Cleveland Guardians,Kansas City Royals,Kauffman Stadium,0,2,6
-13.658000000000001,-4.990000000000002,-26.660000000000004,-9.360000000000003,-6.390000000000001,-0.10104459551670153,46.006,59.664,51.33,56.32,38.02,64.68,50.0,65.1,25.99,35.35,54.95,61.34,0.2965,0.3975,0.284,0.383,1,1.0,4.5,4.5,0.0,0.0,778527,2025-03-30,Los Angeles Angels,Chicago White Sox,Rate Field,0,2,3
-7.866,-10.39,-4.079999999999998,-5.199999999999996,-1.9300000000000068,-0.0352254106136331,60.47,68.336,57.39,67.78,65.09,69.17,121.1,178.2,39.46,44.66,66.82,68.75,0.4691,0.5043,0.543,0.481,1,0.98,4.5,4.5,0.0,0.0,778517,2025-03-30,Minnesota Twins,St. Louis Cardinals,Busch Stadium,1,9,2
